_id,url,title,publihser,doc_id,authors,keywords,abstract
6020bc469a221812ba82b547,https://www.mendeley.com/catalogue/eaf1a212-568c-3ba6-afd9-c242755d54b5,Integrating BWM and aras under hesitant linguistic environment for digital supply chain finance supplier section,Technological and Economic Development of Economy (2019) 25(6) 1188-1212,10.3846/tede.2019.10716,"[""Liao H"",""Wen Z"",""Liu L"",""""]","[""Additive ratio assessment"",""Best worst method"",""Digital supply chain finance"",""Hesitant fuzzy linguistic terms set"",""Multiple criteria decision making"",""Supplier selection""]","In the era of intelligence and informatization, digital supply chain finance (DSCF) has become one of the important trends in the development of supply chain finance. With the gradual increase of DSCF suppliers and various requirements of small and medium-sized enterprises for suppliers in providing financing services, selecting the most suitable DSCF supplier is of great significance for most small and medium-sized enterprises to expand reproduction and improve competitiveness. To address such a decision-making problem, this paper proposes a new multi-expert multiple criteria decision-making model by integrating the Best Worst Method (BWM) and Additive Ratio ASsessment (ARAS) method under the hesitant fuzzy linguistic environment, in which the hesitant fuzzy linguistic BWM method is applied to determine the weights of criteria while the hesitant fuzzy linguistic ARAS method is proposed to rank the candidate suppliers. A case study is given to demonstrate the procedure of the proposed method for the selection of optimal DSCF suppliers, which shows the feasibility of the proposed method. Finally, sensitivity analysis and comparative analyses are provided to testify the applicability and superiority of the proposed method."
6020bc6c9a221812ba82b548,https://www.mendeley.com/catalogue/a27ed8ca-be5f-3786-a79a-2327acf40874,An extension of ARAS methodology under Interval Valued Intuitionistic Fuzzy environment for Digital Supply Chain,Applied Soft Computing Journal (2018) 69 634-654,10.1016/j.asoc.2018.04.040,"[""Büyüközkan G"",""Göçer F"",""""]","[""Additive Ratio Assessment (ARAS)"",""Analytic Hierarchy Process (AHP)"",""Digital Supply Chain (DSC)"",""Interval Valued Intuitionistic Fuzzy (IVIF) sets"",""Supplier selection""]","Technology, such as personal computers and mobile devices, alters the foundation of how people communicate and interact with their surrounding environment. Emerging technologies affect every industry and management of supply chain and logistics are no exception. Given that Digital Supply Chain (DSC) provides several opportunities to companies the topic has received increasing attention from both academia and industry in the recent years. Today, an emerging worldwide trend in supply chain management is a shift of the focus from classical supply chains towards DSC, which leverages new solutions to generate new sources of revenue and additional business value for organizations. Recognizing these potential benefits, today's modern organizations now interact with their dealers through DSC processes for improved efficiency and effectiveness in their production and delivery operations. Supplier selection is one of the crucial processes that has been affected by the digitalization of supply chain management. Addressing multi-criteria nature of the supplier selection process, this article introduces a new DSC approach for the first time to support the supplier selection process. This approach develops a group decision making (GDM) method in an uncertain environment. This methodology also considers decision makers when they are under pressure and/or lack expertise during the evaluation process. The proposed framework integrates for the first time the Interval Valued Intuitionistic Fuzzy (IVIF) Sets, Analytic Hierarchy Process (AHP) and Additive Ratio Assessment (ARAS) under a GDM environment. IVIF AHP is used to evaluate criteria weights and IVIF ARAS methodology is used for the alternative assessment procedure. The paper also included the analyses for the selection of a suitable supplier in a real case study from Turkey to illustrate the validity of the proposed novel approach."
6020bc919a221812ba82b549,https://www.mendeley.com/catalogue/e2b5ac23-933e-3d18-8a58-10ba3026a070,Digital technologies in supply chain management for production and digital economy development,International Journal of Supply Chain Management (2020) 9(3) 912-918,20507399,"[""Kartskhiya A"",""Tyrtychnyy S"",""Smirnov M"",""et al.See more""]","[""Blockchain"",""Covid-19"",""Digital economy"",""Production"",""Supply chain"",""Token""]","the paper analyzes the development of digital technology and the establishment of blockchain systems in the supply chain management for digital economy development. We examined how blockchain is likely to affect key supply chain management objectives such as cost, quality, speed, dependability, risk reduction, sustainability and flexibility. The authors attempt to classify different kinds of tokens and explain the terminology related to cryptocurrencies. They analyze the economic development of tokens and legal regulation surrounding their usage in supply chain. The study revealed the advantages of using digital technlogies in supply chain management over traditional business management technologies and logistics systems, especially in covid-19 conditions."
6020bcb79a221812ba82b54a,https://www.mendeley.com/catalogue/fbf2a865-ef8e-376c-b468-e0088c5f6d2f,Digital supply chain trends in the world economy,International Journal of Supply Chain Management (2020) 9(4) 828-835,20507399,"[""Yankovskaya V"",""Panko I"",""Kruglyak Z"",""et al.See more""]","[""Digital economy"",""Digital technologies"",""Internet of things"",""Supply chain management""]","In connection with the ongoing changes in the world economy, associated with the acceleration of scientific and technological progress, changing as a result of the introduction of new technologies, the structure of production, the expansion of the use of digital technologies-there are positive structural changes in many industries. Views and approaches to solving various tasks and problems of innovative development are also changing. The paper presents the results of analyzing the trend of the digitalization process. It is concluded that public policy is the main factor and tool for the development of the digital supply chain of economy, and a forecast is made for the number of participants using various types of communication. The development of an innovative economy and the introduction of digital technologies clearly lead to the transformation and revision of the foundations of the global economy, as the modern economy is the economy of database management. In this paper, as far as statistical information is available, the main trends in the development of digital technologies in supply chain process are considered. The paper focuses on the availability of the Internet for households, the quality and speed of communication, the reasons that affect it, and the presence of cause-and-effect relationships. Analytical data on the share of the digital supply chain in GDP, government support for digital technologies, and investment in this area of the economy are provided for some developed and developing countries. The most frequently used digital technologies in supply chain that have prospects for both developed and developing countries are highlighted. The study provides data on the possibility of using digital technologies in the banking sector in order to reduce cash transactions."
6020bcdd9a221812ba82b54b,https://www.mendeley.com/catalogue/f066f827-41c2-3dc0-bbc5-3c2aaac2a30e,Digital supply chain mechanism in Indonesian society and Industrialization,International Journal of Supply Chain Management (2020) 9(4) 509-518,20507399,"[""Wijoyo S"",""Abrianto B"",""Aris M"",""et al.See more""]","[""Cost"",""Digital supply Chain"",""Indonesian society and industry"",""Security""]","The electronics industry has been a key driver of economic growth and employment in many developing countries, including Indonesia. Participating in global electronics supply chains can have several benefits, including the growth of domestic industries as competitors and suppliers, and increasing exports. This study uses a normative legal research method with the statutory approach, conceptual approach, and case approach. Based on the digital supply chain in Indonesian society and industry for implementing DSCM in Indonesia, namely, First, it does not violate the principle of direct, general, free, confidential, honest, and fair. Second, the regions that apply the DSCM method are ready in terms of technology, financing, human resources and software, the readiness of the people in the area concerned, as well as other requirements needed."
6020bd029a221812ba82b54c,https://www.mendeley.com/catalogue/f8e41a29-4d01-3cfd-ab26-03f07792b786,The benefits of the digital supply chain for horizontal resource pooling–the case of the Bio Loire Océan Farmers’ Association,Supply Chain Forum (2020) 21(3) 196-205,10.1080/16258312.2020.1754115,"[""Noireaux V"",""Edzengte Edzengte J"",""""]","[""Digital supply chain"",""area"",""organic farming"",""pooling of resources""]","The aim of this paper is to highlight the benefit of the digital supply chain (DSC) in resource pooling strategies of farmers. To do this, we will look at a strategy for pooling resources used by those involved in organic farming (OF). The case of the Bio Loire Océan association demonstrates how the DSC allows organic farmers to consolidate physical flows and information flows to respond to increasing demand. Using the DSC makes it possible to enhance the pooling of resources and to overcome some relational boundaries. This also makes it possible to reduce the importance of the provider in the pooling of resources."
6020bd289a221812ba82b54d,https://www.mendeley.com/catalogue/b1f0676c-387f-32d7-b6a8-98f682279958,Effects of supply chain digital twins in the development of digital industry,International Journal of Supply Chain Management (2020) 9(3) 799-805,20507399,"[""Simchenko N"",""Tsohla S"",""Chuvatkin P"",""""]","[""Digital economy"",""Digitalization of industry"",""Economic effect"",""Stakeholders"",""Supply chain digital twins""]","The article is devoted to the study of the effect types of supply chain digital twins implementation in branches of industry. For the purposes of this article, the problem of implementing supply chain digital twins is considered in terms of the interests of various stakeholders and their contribution to the development of the supply chain Digital Twins market. The study of Digital Twins effects analysed the indicators of digital business transformation. It is proved that the digital transformation of Russian industry should be directly linked to the development of Digital Twins. Based on the analysis of the effects of Digital Twins development in the automotive, petrochemical, oil and gas, transport, and construction industries, a map representing the relation between interests of stakeholders and their contribution to the development of the Digital Twins market has been developed. This map contains both the interests of key stakeholders in the Digital Twins market and their possible contribution to the interests of each stakeholder group. The developed methodological toolbox is an important component of the formation of institutional support measures by the state for the development of the digital industry."
6020bd4e9a221812ba82b54e,https://www.mendeley.com/catalogue/755fc7c0-2d60-334a-bc2b-20f9f541d74f,Connecting relational mechanisms to performance measurement in a digital service supply chain,Production Planning and Control (2020) 31(2-3) 233-244,10.1080/09537287.2019.1631466,"[""Ukko J"",""Saunila M"",""Rantala T"",""""]","[""Relational mechanisms"",""buyer–supplier relationships"",""digital service"",""performance measurement"",""supply chain"",""supply chain management""]","This study examines the connection between relational mechanisms and performance measurement. The objective of the paper is to uncover the essential types of relational mechanisms and what factors determine the relational mechanisms of performance measurement in digital service supply chains. The authors conducted a multi-case study at companies that provide digital services. Relational mechanisms refer to mechanisms that initiate and enhance social interactions in performance measurement. The results show that trust between supply chain actors and improvement of knowledge through information sharing are the essential types of relational mechanisms of performance measurement in the digital service supply chain. These relational mechanisms enable performance measurement by engaging actors in providing measurement information. Personalization of services and the criticality of the service, but also compensation, and suppliers’ ability to sell were highlighted to determine the relational mechanisms adopted."
6020bd749a221812ba82b54f,https://www.mendeley.com/catalogue/e08f4bc6-8593-36ad-9969-c9a213c98525,Problems and features of the human side of digital supply chain mechanisim,International Journal of Supply Chain Management (2020) 9(4) 561-569,20507399,"[""Andryushchenko G"",""Gridneva T"",""Tsaritova K"",""et al.See more""]","[""Human capital"",""Learning economy"",""Precariat"",""Supply chain digitalization""]","Digitization has become the dominant theme in discussions about the future of supply chains. Wherever there is a problem, there is the promise of a technological solution, using some combination of artificial intelligence or machine learning, big data, automation, and the Internet of Things. The article actualizes the problems of the impact of digitalization of supply chain on the formation and transformation of human capital and, above all, the formation of new competencies, knowledge and skills. The main components of human capital in the digital supply chain have been clarified and disclosed-knowledge and skills that bring income to its carriers and value added; features of formal and informal educational process; the necessity of measures to minimize the class of precariat, which does not have a modern level of development of human capital, are proved; The main directions of a qualitative improvement of human capital that are adequate to the challenges of the modern digital supply chain and globalization are identified. Digital supply chain management can transform a company's ability to anticipate and serve customer needs, starting with a focus on world-class demand sensing; controlling product flows; and optimizing customer deliveries."
6020bd999a221812ba82b550,https://www.mendeley.com/catalogue/fed83a1f-5ec1-38fa-a14c-aeb7a1dd907f,A supervised machine learning approach to data-driven simulation of resilient supplier selection in digital manufacturing,International Journal of Information Management (2019) 49 86-97,10.1016/j.ijinfomgt.2019.03.004,"[""Cavalcante I"",""Frazzon E"",""Forcellini F"",""et al.See more""]","[""Data-driven decision-making support"",""Digital supply chain"",""Digital supply chain twin"",""Machine learning"",""Resilience"",""Simulation"",""Supplier selection""]","There has been an increased interest in resilient supplier selection in recent years, much of it focusing on forecasting the disruption probabilities. We conceptualize an entirely different approach to analyzing the risk profiles of supplier performance under uncertainty by utilizing the data analytics capabilities in digital manufacturing. Digital manufacturing peculiarly challenge the supplier selection by the dynamic order allocations, and opens new opportunities to exploit the digital data to improve sourcing decisions. We develop a hybrid technique, combining simulation and machine learning and examine its applications to data-driven decision-making support in resilient supplier selection. We consider on-time delivery as an indicator for supplier reliability, and explore the conditions surrounding the formation of resilient supply performance profiles. We theorize the notions of risk profile of supplier performance and resilient supply chain performance. We show that the associations of the deviations from the resilient supply chain performance profile with the risk profiles of supplier performance can be efficiently deciphered by our approach. The results suggest that a combination of supervised machine learning and simulation, if utilized properly, improves the delivery reliability. Our approach can also be of value when analyzing the supplier base and uncovering the critical suppliers, or combinations of suppliers the disruption of which result in the adverse performance decreases. The results of this study advance our understanding about how and when machine learning and simulation can be combined to create digital supply chain twins, and through these twins improve resilience. The proposed data-driven decision-making model for resilient supplier selection can be further exploited for design of risk mitigation strategies in supply chain disruption management models, re-designing the supplier base or investing in most important and risky suppliers."
6020bdc19a221812ba82b551,https://www.mendeley.com/catalogue/bb78589e-3674-38ab-953e-abf94500b7d0,"Tortoise, not the hare: Digital transformation of supply chain business processes",Business Horizons (2019) 62(6) 707-715,10.1016/j.bushor.2019.07.006,"[""Hartley J"",""Sawaya W"",""""]","[""Blockchain"",""Digital transformation"",""Enterprise resource planning"",""Machine learning"",""Robotic process automation"",""Supply chain technology""]","With the rapid development of digital technologies, many supply chain professionals are wondering how to move forward. Three technologies are poised to change supply chain business processes: robotic process automation (RPA), artificial intelligence (AI)/machine learning (ML) and blockchain. Based on interviews with supply chain professionals in 14 large, mature manufacturing and service organizations, we outline the promise of each technology and forecast their broad-scale adoption potential. Organizations should take the following measures to ensure their readiness to adopt and effectively use one or more of these technologies: (1) identify a supply chain technology visionary who can lead through the maze of technologies and the changing digital landscape, (2) develop a digital technology roadmap for their supply chain processes, and (3) update foundational information systems."
6020bdf59a221812ba82b552,https://www.mendeley.com/catalogue/091e95fd-2f9a-3863-a5fb-c2964b6612a3,Digital Supply Chain Management- A Review,IARJSET (2017) 4(1) 34-37,10.17148/iarjset/ncdmete.2017.10,"[""Huddar Y"",""Kumatagi P"",""Latte M"",""""]",[],"The premise of this paper is that the effectiveness of the digital supply chain in contributing to industry will be a function of web-model alignment and the appropriateness of the process to a particular supply chain situation. We begin with a discussion of the most commonly advocated digital supply chain models and processes. Then we review the research evidence on digital supply chain management and strategy in the industry. Finally, future research directions are discussed as well."
6020be2a9a221812ba82b553,https://www.mendeley.com/catalogue/22f15a6a-d613-3026-bf89-eed1a797f586,Industry 4.0 and digital supply chain capabilities,Benchmarking: An International Journal (2019) ahead-of-print(ahead-of-print),10.1108/bij-12-2018-0435,"[""Queiroz M"",""Pereira S"",""Telles R"",""et al.See more""]",[],"Purpose: The Industry 4.0 phenomenon is bringing unprecedented disruptions for all traditional business models and hastening the need for a redesign and digitisation of activities. In this context, the literature concerning the digital supply chain (DSC) and its capabilities are in the early stages. To bridge this gap, the purpose of this paper is to propose a framework for digital supply chain capabilities (DSCCs). Design/methodology/approach: This paper uses a narrative literature approach, based on the main Industry 4.0 elements, supply chain and the emerging literature concerning DSC disruptions, to build an integrative framework to shed light on DSCCs. Findings: The study identifies seven basic capabilities that shape the DSCC framework and six main enabler technologies, derived from 13 propositions. Research limitations/implications: The proposed framework can bring valuable insights for future research development, although it has not been tested yet. Practical implications: Managers, practitioners and all involved in the digitalisation phenomenon can utilise the framework as a starting point for other business digitalisation projects. Originality/value: This study contributes to advancing the DSC literature, providing a well-articulated discussion and a framework regarding the capabilities, as well as 13 propositions that can generate valuable insights for other studies."
6020be509a221812ba82b554,https://www.mendeley.com/catalogue/9ac701ac-df00-3ce6-811c-b18ff2ab6fc4,The Rise of the Digital Supply Chain,Deloitte Insights (2016) 45(3) 20-21,14450801,"[""Mussomeli A"",""Gish D"",""Laaper S"",""""]","[""AUTOMATION"",""BIG data"",""CLOUD computing"",""CULEY"",""ONLINE shopping"",""RETAIL industry"",""SUPPLY chains"",""Sean"",""WAREHOUSES""]","The article discusses the rise in the digital supply chain. Topics discussed include the disruption in the industry referred as the Digital Revolution or the Third Industrial Revolution, research from firm Telstra which reveals an increase in number of online shoppers and failure of retailers to improve online offerings, and views of Sean Culey of firm Aligned Integration, regarding supply chain automation with Big Data Cloud Computing, robotics and warehouse automation."
